hour_beginning,location,Pedestrians,Towards Manhattan,Towards Brooklyn,weather_summary,temperature,precipitation,lat,long,events
10/01/17,Brooklyn Bridge,44,30,14,clear-night,52,0.0001,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,30,17,13,partly-cloudy-night,53,0.0002,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,25,13,12,partly-cloudy-night,52,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,20,11,9,partly-cloudy-night,51,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,18,10,8,partly-cloudy-night,51,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,16,12,4,partly-cloudy-night,50,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,113,88,25,partly-cloudy-night,49,0.0001,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,199,72,127,clear-day,49,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,261,133,128,clear-day,50,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,845,504,341,clear-day,54,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,2478,1906,572,clear-day,57,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,3006,1277,1729,clear-day,60,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,2263,1233,1030,clear-day,62,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,2616,1447,1169,clear-day,64,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,2463,1339,1124,clear-day,65,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,2245,1189,1056,clear-day,66,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,2764,1040,1724,clear-day,67,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,2247,1140,1107,clear-day,67,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,2142,1091,1051,clear-day,66,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,899,298,601,clear-night,62,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,481,143,338,clear-night,59,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,275,117,158,clear-night,57,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,133,53,80,clear-night,55,0,40.70816397,-73.9995087,
10/01/17,Brooklyn Bridge,104,68,36,clear-night,54,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,60,20,40,clear-night,53,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,27,15,12,clear-night,52,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,6,3,3,clear-night,51,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,8,5,3,clear-night,50,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,2,0,2,clear-night,49,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,19,13,6,clear-night,48,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,96,64,32,clear-night,49,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,182,81,101,clear-day,48,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,362,138,224,clear-day,50,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,536,293,243,clear-day,56,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,1071,645,426,clear-day,60,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,1617,860,757,clear-day,64,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,1756,829,927,clear-day,66,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,1753,898,855,clear-day,68,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,1719,885,834,clear-day,69,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,1637,867,770,clear-day,71,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,1883,1044,839,clear-day,71,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,1952,1072,880,clear-day,71,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,1659,1055,604,clear-day,69,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,773,319,454,clear-night,65,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,376,171,205,clear-night,62,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,301,142,159,clear-night,60,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,155,79,76,clear-night,58,0,40.70816397,-73.9995087,
10/02/17,Brooklyn Bridge,78,46,32,clear-night,57,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,45,26,19,clear-night,55,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,17,12,5,clear-night,53,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,7,2,5,clear-night,52,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,5,2,3,clear-night,51,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,8,3,5,clear-night,51,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,22,14,8,clear-night,50,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,122,76,46,clear-night,50,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,230,96,134,clear-day,50,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,390,162,228,clear-day,52,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,616,341,275,clear-day,59,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,936,555,381,clear-day,62,0.0002,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,1517,799,718,clear-day,65,0.0003,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,1666,852,814,clear-day,67,0.0002,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,1572,792,780,partly-cloudy-day,67,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,1642,762,880,clear-day,68,0.0001,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,1686,901,785,clear-day,68,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,1572,824,748,clear-day,67,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,1695,996,699,clear-day,66,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,1478,893,585,clear-day,64,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,613,240,373,clear-night,61,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,341,160,181,clear-night,59,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,196,102,94,clear-night,58,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,134,65,69,clear-night,56,0,40.70816397,-73.9995087,
10/03/17,Brooklyn Bridge,70,34,36,clear-night,55,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,28,14,14,clear-night,55,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,16,11,5,clear-night,53,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,11,7,4,clear-night,53,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,12,5,7,clear-night,52,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,11,6,5,clear-night,51,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,16,9,7,clear-night,51,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,106,68,38,clear-night,51,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,291,125,166,clear-night,50,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,412,159,253,clear-day,52,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,571,299,272,clear-day,57,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,1017,621,396,clear-day,62,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,1530,830,700,clear-day,65,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,1709,899,810,clear-day,68,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,1611,811,800,clear-day,71,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,1608,794,814,clear-day,73,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,1524,874,650,clear-day,74,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,1733,964,769,clear-day,74,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,1907,1135,772,clear-day,74,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,1739,1081,658,clear-day,72,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,737,278,459,clear-night,70,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,395,150,245,clear-night,69,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,264,135,129,clear-night,68,0,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,181,85,96,clear-night,68,0.0001,40.70816397,-73.9995087,
10/04/17,Brooklyn Bridge,104,57,47,partly-cloudy-night,67,0.0001,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,41,15,26,clear-night,65,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,21,10,11,clear-night,64,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,3,3,0,partly-cloudy-night,64,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,3,0,3,partly-cloudy-night,64,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,2,1,1,partly-cloudy-night,64,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,19,12,7,partly-cloudy-night,63,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,101,54,47,partly-cloudy-night,63,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,307,133,174,partly-cloudy-night,63,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,338,126,212,partly-cloudy-day,63,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,687,392,295,clear-day,65,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,1081,640,441,clear-day,69,0.0009,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,1644,923,721,clear-day,73,0.0019,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,1705,817,888,rain,77,0.0272,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,1726,850,876,clear-day,79,0.0024,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,1812,908,904,partly-cloudy-day,80,0.0021,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,1829,983,846,partly-cloudy-day,81,0.0012,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,1835,910,925,clear-day,81,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,1956,1129,827,clear-day,80,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,1382,787,595,partly-cloudy-day,78,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,635,250,385,clear-night,77,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,393,180,213,partly-cloudy-night,76,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,287,125,162,clear-night,75,0,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,115,54,61,partly-cloudy-night,74,0.0007,40.70816397,-73.9995087,
10/05/17,Brooklyn Bridge,58,16,42,partly-cloudy-night,71,0.001,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,50,21,29,partly-cloudy-night,70,0.0011,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,22,11,11,partly-cloudy-night,69,0.0017,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,8,3,5,partly-cloudy-night,69,0.0021,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,15,8,7,clear-night,68,0.0012,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,7,3,4,clear-night,67,0.0002,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,16,11,5,partly-cloudy-night,67,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,126,74,52,clear-night,66,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,279,120,159,partly-cloudy-night,66,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,493,242,251,clear-day,66,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,660,386,274,clear-day,68,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,1244,686,558,clear-day,70,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,1593,893,700,clear-day,74,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,1941,1049,892,clear-day,76,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,1862,906,956,clear-day,78,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,1989,941,1048,clear-day,80,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,2140,1136,1004,clear-day,80,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,2083,1122,961,clear-day,78,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,2124,1188,936,clear-day,77,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,1470,834,636,clear-day,74,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,759,275,484,clear-night,71,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,471,184,287,clear-night,70,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,364,152,212,clear-night,69,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,238,100,138,clear-night,69,0,40.70816397,-73.9995087,
10/06/17,Brooklyn Bridge,135,69,66,clear-night,69,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,88,52,36,clear-night,69,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,64,32,32,clear-night,68,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,29,17,12,clear-night,68,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,10,5,5,clear-night,66,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,9,6,3,partly-cloudy-night,66,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,21,13,8,partly-cloudy-night,65,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,84,55,29,partly-cloudy-night,65,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,244,109,135,partly-cloudy-night,64,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,378,225,153,partly-cloudy-day,65,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,989,655,334,partly-cloudy-day,68,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,1737,1037,700,clear-day,70,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,2602,1510,1092,clear-day,74,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,2983,1591,1392,clear-day,77,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,3191,1691,1500,clear-day,78,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,3251,1765,1486,clear-day,79,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,3633,1834,1799,clear-day,78,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,3388,1644,1744,clear-day,77,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,3373,1796,1577,clear-day,76,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,2742,1325,1417,clear-day,75,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,1132,373,759,clear-night,73,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,665,213,452,clear-night,72,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,373,150,223,clear-night,71,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,356,145,211,clear-night,71,0,40.70816397,-73.9995087,
10/07/17,Brooklyn Bridge,268,119,149,partly-cloudy-night,71,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,145,75,70,partly-cloudy-night,71,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,57,38,19,clear-night,71,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,46,25,21,partly-cloudy-night,72,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,11,6,5,partly-cloudy-night,72,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,26,19,7,partly-cloudy-night,72,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,24,15,9,partly-cloudy-night,72,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,41,24,17,partly-cloudy-night,72,0.0004,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,160,90,70,partly-cloudy-night,72,0.0014,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,216,86,130,partly-cloudy-day,72,0.0016,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,164,91,73,partly-cloudy-day,72,0.0013,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,479,247,232,partly-cloudy-day,72,0.001,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,882,335,547,partly-cloudy-day,72,0.0009,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,1504,762,742,partly-cloudy-day,73,0.0008,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,1923,1027,896,partly-cloudy-day,74,0.0007,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,2599,1280,1319,partly-cloudy-day,75,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,2606,1376,1230,partly-cloudy-day,76,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,2531,1224,1307,partly-cloudy-day,76,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,2485,1241,1244,clear-day,76,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,1745,858,887,partly-cloudy-day,76,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,783,233,550,clear-night,75,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,589,224,365,partly-cloudy-night,75,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,453,171,282,clear-night,74,0,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,311,129,182,clear-night,74,0.0008,40.70816397,-73.9995087,
10/08/17,Brooklyn Bridge,213,93,120,clear-night,73,0.0014,40.70816397,-73.9995087,
10/09/17,Brooklyn Bridge,112,38,74,clear-night,73,0.0014,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,41,15,26,partly-cloudy-night,73,0.001,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,22,17,5,partly-cloudy-night,72,0.0008,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,7,2,5,clear-night,72,0.0007,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,6,3,3,partly-cloudy-night,72,0.0008,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,9,5,4,partly-cloudy-night,72,0.0009,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,58,45,13,partly-cloudy-night,71,0.0006,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,169,81,88,partly-cloudy-night,71,0.0001,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,296,130,166,partly-cloudy-day,71,0,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,477,254,223,partly-cloudy-day,72,0,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,888,446,442,partly-cloudy-day,72,0.0001,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,825,375,450,partly-cloudy-day,72,0.0003,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,732,300,432,partly-cloudy-day,73,0.0017,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,422,192,230,rain,73,0.0058,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,654,339,315,rain,72,0.0056,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,787,414,373,partly-cloudy-day,72,0.0044,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,881,480,401,partly-cloudy-day,73,0.0016,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,878,490,388,partly-cloudy-day,74,0.0004,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,722,348,374,partly-cloudy-day,74,0.0003,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,368,175,193,partly-cloudy-night,74,0.0004,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,250,125,125,partly-cloudy-night,74,0.0005,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,184,91,93,partly-cloudy-night,74,0.0005,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,117,42,75,partly-cloudy-night,74,0.0005,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/09/17,Brooklyn Bridge,80,42,38,partly-cloudy-night,75,0.0007,40.70816397,-73.9995087,Columbus Day (regional holiday)
10/10/17,Brooklyn Bridge,29,12,17,partly-cloudy-night,74,0.0006,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,13,7,6,partly-cloudy-night,73,0.0004,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,14,9,5,partly-cloudy-night,71,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,16,6,10,clear-night,70,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,8,6,2,clear-night,68,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,24,16,8,clear-night,67,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,131,76,55,clear-night,66,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,296,141,155,clear-night,65,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,490,190,300,clear-day,66,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,683,401,282,clear-day,68,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,1499,896,603,clear-day,71,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,2037,1087,950,clear-day,74,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,2088,1024,1064,clear-day,76,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,2105,1007,1098,clear-day,77,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,2323,1146,1177,clear-day,78,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,1907,1016,891,clear-day,79,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,1960,1000,960,clear-day,79,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,1913,1162,751,clear-day,79,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,1535,933,602,clear-day,78,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,776,248,528,clear-night,74,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,448,189,259,clear-night,72,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,308,141,167,clear-night,70,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,141,65,76,clear-night,68,0,40.70816397,-73.9995087,
10/10/17,Brooklyn Bridge,77,30,47,clear-night,67,0,40.70816397,-73.9995087,
10/11/17,Brooklyn Bridge,40,17,23,clear-night,66,0,40.70816397,-73.9995087,
10/11/17,Brooklyn Bridge,24,11,13,clear-night,65,0,40.70816397,-73.9995087,
